Abgliophragma setosum
Rosellinia markhamiae
Rosellinia mastoidea
Rosellinia mastoidiformis
Rosellinia mearnsii
Rosellinia megalospora
Rosellinia merrillii
Rosellinia mimosae
Rosellinia minor
Rosellinia minuta
Rosellinia moroides
Rosellinia mouchaccae
Rosellinia muroiana
Rosellinia musispora
Rosellinia neblinae
Rosellinia necatrix
Rosellinia nectrioides
Rosellinia nigerrima
Rosellinia nothofagi
Rosellinia novae-zelandiae
Rosellinia obliquata
Rosellinia obregonii
Rosellinia obtusa
Rosellinia obtusiostiolata
Rosellinia occultata
Rosellinia opuntiicola
Rosellinia palmae
Rosellinia papaverea
Rosellinia paraguayensis
Rosellinia parva
Rosellinia paschkovskii
Rosellinia patilii
Rosellinia pepo
Rosellinia petrakii
Rosellinia petriniae
Rosellinia pistaciae
Rosellinia procera
Rosellinia pseudhypoxylon
Rosellinia pseudohypoxylon
Rosellinia punicae
Rosellinia pyramidalis
Rosellinia queenslandiae
Rosellinia quercina
Rosellinia radiciperda
Rosellinia raimundi
Rosellinia rhacodioides
Rosellinia rhanicensis
Rosellinia rhopalostylidicola
Rosellinia rickii
Rosellinia rogersii
Rosellinia romana
Rosellinia rosarum
Rosellinia rossmaniae
Rosellinia saccasii
Rosellinia samuelsii
Rosellinia sancta-cruciana
Rosellinia siggersii
Rosellinia sigmoidea
Rosellinia sigmoideofissurata
Rosellinia sigmoides
Rosellinia similis
Rosellinia smilacina
Rosellinia somala
Rosellinia spiraeanthi
Rosellinia spiraliterfissurata
Rosellinia starbaeckii
Rosellinia steineriana
Rosellinia stenasca
Rosellinia subverruculosa
Rosellinia tainanii
Rosellinia taiwanensis
Rosellinia tenuistromicola
Rosellinia theissenii
Rosellinia thelena
Rosellinia thindii
Rosellinia tienpinensis
Rosellinia tricolor
Rosellinia tunicata
Rosellinia ucrainica
Rosellinia umbilicata
Rosellinia variospora
Rosellinia venezuelensis
Rosellinia victoriae
Rosellinia weiriana
Rosellinia winckleriana
Rosellinia yumingjui
Roselliniella africana
Roselliniella atlantica
Roselliniella cladoniae
Roselliniella coccocarpiae
Roselliniella epiphylla
Roselliniella eriodermicola
Roselliniella euparmeliicola
Roselliniella heterodeae
Roselliniella microthelia
Roselliniella muralis
Roselliniella nephromatis
Roselliniella oxyspora
Roselliniella pannariae
Roselliniella papuana
Roselliniella peltigericola
Roselliniella ramirezii
Roselliniella stereocaulorum
Roselliniella stictae
Roselliniomyces trichotheliorum
Roselliniopsis gelidaria
Roselliniopsis groedensis
Roselliniopsis indica
Roselliniopsis palicei
Roselliniopsis phaeophysciae
Roselliniopsis tropica
Roselliniopsis ventosa
Rosellinula frustulosae
Rosellinula haplospora
Rosellinula kalbii
Rosellinula lopadii
Rosenscheldia abundans
Rosenscheldia brenckleana
Rosenscheldia caulincola
Rosenscheldia horridula
Rosenscheldia lycopodis
Rosenscheldia paraguaya
Rosenscheldiella brachyglottidis
Rosenscheldiella cinnamomi
Rosenscheldiella concentrica
Rosenscheldiella dysoxyli
Rosenscheldiella eugeniae
Rosenscheldiella heveae
Rosenscheldiella indica
Rosenscheldiella intermedia
Rosenscheldiella korthalsellae
Rosenscheldiella litseae
Rosenscheldiella oleariae
Rosenscheldiella perseae
Rosenscheldiella phoradendri
Rosenscheldiella pullulans
Rosenscheldiella pulverulenta
Rosenscheldiella rapaneae
Rosenscheldiella styracis
Rosenscheldiella tropaeoli
Rosenscheldiella ugandensis
Roseodiscus equisetinus
Roseodiscus formosus
Roseodiscus rhodoleucus
Roseodiscus sinicus
Roseodiscus subcarneus
Roseofavolus eos
Roseograndinia rosea
Rossbeevera bispora
Rossbeevera cryptocyanea
Rossbeevera eucyanea
Rossbeevera griseovelutina
Rossbeevera mucosa
Rossbeevera pachydermis
Rossbeevera paracyanea
Rossbeevera vittatispora
Rossbeevera westraliensis
Rossbeevera yunnanensis
Rossiomyces falcatus
Rossmania aculeata
Rossmania ukurunduensis
Rostraureum longirostre
Rostraureum tropicale
Rostrocoronophora castaneae
Rostrocoronophora geranii
Rostrohypoxylon terebratum
Rostronitschkia nervincola
Rostrosphaeria phlei
Rostrupia elymi-sabulosi
Rostrupiella danica
Rosulomyces arthrosporioides
Rota pulchra
Rotaea flava
Rotiferophthora amamiensis
Rotiferophthora angustispora
Rotiferophthora asymmetrica
Rotiferophthora attenuata
Rotiferophthora barronii
Rotiferophthora biconica
Rotiferophthora brevipes
Rotiferophthora cylindrospora
Rotiferophthora denticulospora
Rotiferophthora ellipsospora
Rotiferophthora gallinova
Rotiferophthora globospora
Rotiferophthora guttulaspora
Rotiferophthora humicola
Rotiferophthora intermedia
Rotiferophthora japonica
Rotiferophthora lacrima
Rotiferophthora lunatospora
Rotiferophthora microspora
Rotiferophthora minutispora
Rotiferophthora ovispora
Rotiferophthora reniformis
Rotiferophthora rotiferorum
Rotiferophthora tagenophora
Rotiferophthora torquatospora
Rotiferophthora turbinaspora
Rotiferophthora zeaspora
Roumegueria goudotii
Roumegueriella muricospora
Roumegueriella pulchella
Roumegueriella rufula
Roussoella aequatoriensis
Roussoella alveolata
Roussoella angustior
Roussoella angustispora
Roussoella bambusae
Roussoella calamicola
Roussoella chiangraina
Roussoella chilensis
Roussoella doimaesalongensis
Roussoella donacicola
Roussoella hysterioides
Roussoella intermedia
Roussoella japanensis
Roussoella magnatum
Roussoella mexicana
Roussoella minutella
Roussoella mukdahanensis
Roussoella neopustulans
Roussoella nitidula
Roussoella palmicola
Roussoella phyllostachydis
Roussoella pseudohysterioides
Roussoella pustulans
Roussoella saltuensis
Roussoella scabrispora
Roussoella serrulata
Roussoella siamensis
Roussoella solani
Roussoella thailandica
Roussoella tuberculata
Roussoella verrucispora
Roussoella verruculosa
Roussoellopsis japonica
Roussoellopsis macrospora
Roussoellopsis tosaensis
Royoporus spatulatus
Royoungia boletoides
Royoungia coccineinana
Royoungia grisea
Royoungia palumana
Royoungia reticulata
Royoungia rubina
Rozites purpurea
Rubellisphaeria abscondita
Rubellofomes cystidiatus
Rubellofomes minutisporus
Rubikia evansii
Rubikia samsonii
Rubikia splendida
Rubinoboletus caespitosus
Rubinoboletus laetus
Rubinoboletus monstrosus
Rubinoboletus reticulatus
Rubinoboletus rubinus
Rubroboletus demonensis
Rubroboletus eastwoodiae
Rubroboletus haematinus
Rubroboletus latisporus
Rubroboletus legaliae
Rubroboletus lupinus
Rubroboletus pulcherrimus
Rubroboletus rhodosanguineus
Rubroboletus satanas
Rubroboletus sinicus
Rubroporus aurantiaca
Rubroporus carneoporis
Rubrotricha subhelminthospora
Ruggieria glaucescens
Rugiboletus brunneiporus
Rugiboletus extremiorientalis
Rugonectria castaneicola
Rugonectria neobalansae
Rugonectria rugulosa
Rugonectria sinica
Rugosomyces carneus
Rugosomyces chrysenteron
Rugosomyces ionides
Rugosomyces naucoria
Rugosomyces obscuratus
Rugosomyces obscurissimus
Rugosomyces persicolor
Rugosospora ochraceobadia
Rugosospora pseudorubiginosa
Ruhlandiella berolinensis
Ruhlandiella parvispora
Ruhlandiella peregrina
Ruhlandiella reticulata
Ruhlandiella truncata
Ruinenia clavata
Ruinenia diospyri
Ruinenia dracophylli
Ruinenia pyrrosiae
Ruinenia rubra
Rupestriomyces ampulliformis
Rupestriomyces sinensis
Rupestriomyces torulosus
Ruptoseptoria unedonis
Russula abbotensis
Russula abietum
Russula aciculocystis
Russula acriannulata
Russula acrifolia
Russula acriuscula
Russula acrolamellata
Russula acuminata
Russula acutispora
Russula adalbertii
Russula adelae
Russula admirabilis
Russula adusta
Russula adusto-densifolia
Russula adustoides
Russula aerina
Russula aeruginascens
Russula aeruginea
Russula aeruginescens
Russula affinis
Russula africana
Russula afrodelica
Russula afronigricans
Russula agaricina
Russula alachuana
Russula alatoreticula
Russula albiclavipes
Russula albidicremea
Russula albidoflava
Russula albiduliformis
Russula albiflavescens
Russula albimarginata
Russula alboareolata
Russula albobrunnea
Russula albofloccosa
Russula albolutescens
Russula albonigra
Russula albonigroides
Russula alborosea
Russula albospissa
Russula alcalinicola
Russula allochroa
Russula alnetorum
Russula alnicrispae
Russula alpigenes
Russula alpium
Russula alutacea
Russula alutaceiformis
Russula alveolata
Russula amaranthina
Russula amarissima
Russula americana
Russula amethystina
Russula amnicola
Russula amoena
Russula amoenata
Russula amoenicolor
Russula amoenipes
Russula amoenoides
Russula amoenolens
Russula amygdaloides
Russula anatina
Russula angustispora
Russula anisata
Russula anisopterae
Russula annae
Russula annulata
Russula annulatobadia
Russula annulatolutea
Russula annulatosquamosa
Russula anthracina
Russula aosma
Russula appalachiensis
Russula appendiculata
Russula aquosa
Russula archaea
Russula archaeofistulosa
Russula archaeosuberis
Russula arcyospora
Russula arenaria
Russula areolata
Russula argyracea
Russula arnoldae
Russula arnouldii
Russula arpalices
Russula arunii
Russula astringens
Russula atramentosa
Russula atrata
Russula atroaeruginea
Russula atroamethystina
Russula atrofusca
Russula atroglauca
Russula atropurpurea
Russula atrorubens
Russula atroviolacea
Russula atrovirens
Russula atroviridis
Russula attenuata
Russula aucarum
Russula aucklandica
Russula aurantiaca
Russula aurantioflammans
Russula aurantiofloccosa
Russula aurantiolutea
Russula aurantiomarginata
Russula aurantionigrescens
Russula aurea
Russula aureola
Russula aureotacta
Russula aurora
Russula australirosea
Russula australis
Russula austrodelica
Russula austromontana
Russula autumnalis
Russula avellaneiceps
Russula azurea
Russula bachii
Russula badia
Russula ballouii
Russula baruthica
Russula basiturgida
Russula batistae
Russula beardslei
Russula bella
Russula bernardii
Russula betulae
Russula betularum
Russula betulina
Russula bicolor
Russula billsii
Russula binchuanensis
Russula binganensis
Russula blackfordiae
Russula blanda
Russula blumiana
Russula blumii
Russula bohemiae
Russula bonii
Russula boninensis
Russula borealis
Russula boyacensis
Russula brasiliensis
Russula brevipes
Russula brevis
Russula brevissima
Russula brunneipes
Russula brunneoalba
Russula brunneoannulata
Russula brunneoderma
Russula brunneofloccosa
Russula brunneola
Russula brunneonigra
Russula brunneopurpurea
Russula brunneorigida
Russula brunneoviolacea
Russula brunnescens
Russula burgeae
Russula burkei
Russula burlinghamiae
Russula bururiensis
Russula buyckii
Russula caerulea
Russula caeruleoanulata
Russula caeruleomalva
Russula californiensis
Russula calvitiosa
Russula camarophylla
Russula campestris
Russula campinensis
Russula cantharellicola
Russula capensis
Russula captiosa
Russula carbonaria
Russula carmelensis
Russula carmesina
Russula carminipes
Russula carpini
Russula cartaginis
Russula cascadensis
Russula castanopsidis
Russula caucaensis
Russula cavipes
Russula cellulata
Russula cernohorskyi
Russula cerolens
Russula cessans
Russula chamaeleon
Russula changbaiensis
Russula cheelii
Russula chichuensis
Russula chiui
Russula chlorantha
Russula chlorinosma
Russula chloroides
Russula chrysodacryoides
Russula cicatricata
Russula ciliata
Russula cinerascens
Russula cinerea
Russula cinerella
Russula cinereovinosa
Russula cinerescentipes
Russula cingulata
Russula cistoadelpha
Russula cistorum
Russula citrinipes
Russula citrinochlora
Russula citrinocincta
Russula citrinolilacina
Russula citrinosulcata
Russula clariana
Russula claroflava
Russula claroviridis
Russula claviceps
Russula clavipes
Russula clelandii
Russula clementinae
Russula clitocybiformis
Russula clitocyboides
Russula cochisei
Russula coffeata
Russula cognata
Russula collina
Russula columbaria
Russula columbiana
Russula columbicolor
Russula compressa
Russula concolora
Russula confertissima
Russula congoana
Russula conicipes
Russula conjugata
Russula consobrina
Russula consobrinoides
Russula conviviales
Russula cookeana
Russula corallina
Russula corinthii-rubra
Russula cortinarioides
Russula costaricensis
Russula crassotunicata
Russula crataegorum
Russula cremeirosea
Russula cremeirubra
Russula cremeo-ochracea
Russula cremeoavellanea
Russula cremeoflavescens
Russula cremeolilacina
Russula cremeolilacinoides
Russula cremoricolor
Russula crenulata
Russula cretata
Russula cristata
Russula cristulispora
Russula crucensis
Russula cruentata
Russula cuprea
Russula cupreoaffinis
Russula cupreola
Russula cupreoviolacea
Russula curtipes
Russula curtispora
Russula cyanea
Russula cyanescens
Russula cyanoxantha
Russula cyclosperma
Russula cystidiosa
Russula dadmunii
Russula dafianus
Russula davisii
Russula decaryi
Russula deceptiva
Russula decipiens
Russula declinata
Russula decolorans
Russula decora
Russula delica
Russula delicatoides
Russula delicula
Russula denigrata
Russula dennisii
Russula densifolia
Russula densissima
Russula depallescens
Russula derelicta
Russula dhakuriana
Russula diaboli
Russula diffusa
Russula dinghuensis
Russula dipigmentata
Russula discopus
Russula disparilis
Russula dissimulans
Russula diversicolor
Russula dryadicola
Russula dryophila
Russula dubdiana
Russula dulcior
Russula duportii
Russula dura
Russula earlei
Russula eburneoareolata
Russula echinosperma
Russula echinospora
Russula edulis
Russula elatior
Russula ellenae
Russula emetica
Russula emeticicolor
Russula eogranulata
Russula eperythra
Russula epitheliosa
Russula erubescens
Russula erumpens
Russula exalbicans
Russula excentrica
Russula fagetorum
Russula faginea
Russula farinipes
Russula fastigiata
Russula fattoensis
Russula faustiana
Russula favrei
Russula fellea
Russula felleaecolor
Russula felleicolor
Russula ferreri
Russula ferrotincta
Russula fimbriata
Russula firmula
Russula fissurata
Russula fistulosa
Russula flaviceps
Russula flavida
Russula flavisiccans
Russula flavispora
Russula flavobrunnea
Russula flavocitrina
Russula flavoides
Russula floccosa
Russula flocculosa
Russula floridana
Russula flucticolor
Russula fluxicolor
Russula foeda
Russula foetens
Russula foetentoides
Russula foetentula
Russula foetulenta
Russula font-queri
Russula formosa
Russula fosteriana
Russula fragaria
Russula fragaricolor
Russula fragilis
Russula fragilissima
Russula fragiloides
Russula fragrans
Russula fragrantissima
Russula frondosae
Russula fucosa
Russula fuegiana
Russula fuliginosa
Russula fulvescens
Russula fulvo-ochrascens
Russula fulvograminea
Russula furcata
Russula furcatifolia
Russula fuscescens
Russula fusco-ochracea
Russula fuscodiscoidea
Russula fuscogrisea
Russula fuscolilacea
Russula fusconigra
Russula fuscorosea
Russula fuscorubroides
Russula galactea
Russula galbana
Russula galochroides
Russula gelatinascens
Russula gelatinivelata
Russula gibbosa
Russula gigasperma
Russula gilva
Russula gilvescens
Russula glauca
Russula glaucescentipes
Russula glutinosa
Russula gomezii
Russula goossensiae
Russula gossypina
Russula gracilis
Russula gracillima
Russula graminea
Russula granulata
Russula granulosula
Russula grata
Russula graveolens
Russula grisea
Russula griseobrunnea
Russula griseocarnosa
Russula griseocephala
Russula griseostipitata
Russula griseoviolacea
Russula griseoviridis
Russula groenlandica
Russula grundii
Russula guangxiensis
Russula guayarensis
Russula haasii
Russula hakkae
Russula handelii
Russula harkoneniana
Russula heinemannii
Russula helgae
Russula heliochroma
Russula helios
Russula helodes
Russula henningsii
Russula herrerae
Russula heterochroa
Russula heterophylla
Russula heterospora
Russula heterosporoides
Russula heterotricha
Russula hibbardae
Russula hiemisilvae
Russula himalayana
Russula himalayensis
Russula hixsonii
Russula hoehnelii
Russula hongoi
Russula hookeri
Russula hortensis
Russula horticola
Russula humboldtii
Russula humidicola
Russula hydrophila
Russula hydropica
Russula hygrophytica
Russula hysgina
Russula idroboi
Russula ilicis
Russula illota
Russula imitatrix
Russula immaculata
Russula inamoena
Russula incarnaticeps
Russula inconspicua
Russula inconstans
Russula incrassata
Russula indecorata
Russula indica
Russula indoarmeniaca
Russula inedulis
Russula inflata
Russula ingens
Russula ingwa
Russula innocua
Russula inopina
Russula inquinata
Russula insignis
Russula integra
Russula integriformis
Russula intermedia
Russula intervenosa
Russula intricata
Russula ionochlora
Russula iterika
Russula japonica
Russula javanica
Russula jilinensis
Russula joannis
Russula josserandii
Russula kalimna
Russula kanadii
Russula kangchenjungae
Russula kansaiensis
Russula katarinae
Russula kathmanduensis
Russula kauffmaniana
Russula kauffmanii
Russula kavinae
Russula kellyi
Russula kermesina
Russula kivuensis
Russula koleggiensis
Russula laccata
Russula laeta
Russula lamprocystidiata
Russula langei
Russula languida
Russula laricina
Russula laricinoaffinis
Russula lateralipes
Russula lateritia
Russula leelavathyi
Russula leguminosarum
Russula lenkunya
Russula lentiginosa
Russula lepidicolor
Russula lepidiformis
Russula lepidissima
Russula leucomodesta
Russula leucospora
Russula levispora
Russula levisporiformis
Russula levyana
Russula lewisii
Russula liberiensis
Russula lilacea
Russula lilacinocremea
Russula lilacipes
Russula littoralis
Russula littorea
Russula livescens
Russula lividirosea
Russula lividopallescens
Russula longipes
Russula ludoviciana
Russula luteispora
Russula lutensis
Russula luteoaurantia
Russula luteobasis
Russula luteofolia
Russula luteomaculata
Russula luteopulverulenta
Russula luteotacta
Russula luteoviridans
Russula lutescentifolia
Russula macrocarpa
Russula macrocystidiata
Russula macrocystis
Russula macropoda
Russula maculata
Russula maculosa
Russula madecassensis
Russula maesta
Russula magna
Russula magnifica
Russula major
Russula mallophora
Russula marangania
Russula marginata
Russula mariae
Russula marronina
Russula martinica
Russula matoubensis
Russula maxima
Russula maximispora
Russula mayawatiana
Russula medullata
Russula meleagris
Russula melitodes
Russula melliolens
Russula melzeri
Russula melzeriana
Russula mendocinensis
Russula mephitica
Russula messapica
Russula metachromatica
Russula mexicana
Russula michiganensis
Russula microspora
Russula mimetica
Russula miniata
Russula minutula
Russula mitis
Russula mitissima
Russula mixta
Russula modesta
Russula monspeliensis
Russula montana
Russula montensis
Russula montivaga
Russula moravica
Russula mordax
Russula moyersoenii
Russula mukteshwarica
Russula multicolor
Russula multicystidiata
Russula multifurcata
Russula murina
Russula murinacea
Russula murrillii
Russula mussooriensis
Russula mustelina
Russula mustelinicolor
Russula mutabilis
Russula mutantipes
Russula myrmecobroma
Russula nana
Russula nanella
Russula natarajanii
Russula nausea
Russula nauseosa
Russula neerimea
Russula neglecta
Russula neodiscopoda
Russula neoemetica
Russula nepalensis
Russula netrabaricus
Russula nigrescentipes
Russula nigricans
Russula nigropurpurea
Russula nigrovirens
Russula niigatensis
Russula nitida
Russula nkayambae
Russula nobilis
Russula nothofaginea
Russula novae-zelandiae
Russula novispora
Russula nuoljae
Russula nuragica
Russula nympharum
Russula obscuriformis
Russula obsoleta
Russula obtecta
Russula obtusopunctata
Russula ochracea
Russula ochraceofuliginosa
Russula ochraceorivulosa
Russula ochraleucoides
Russula ochrifloridana
Russula ochrocephala
Russula ochroflavescens
Russula ochroleuca
Russula ochroleuciformis
Russula ochroleucoides
Russula ochrosperma
Russula ochrostraminea
Russula ochroviridis
Russula oculata
Russula odorata
Russula oinochroa
Russula oleifera
Russula olgae
Russula olivacea
Russula olivaceomalva
Russula olivina
Russula olivobrunnea
Russula olivoides
Russula ombrophila
Russula omiensis
Russula omnileuca
Russula operta
Russula oreades
Russula oreina
Russula ornaticeps
Russula pachycystis
Russula pacifica
Russula pakistanica
Russula pallescens
Russula pallidiflava
Russula pallidorimosa
Russula pallidospora
Russula paludosa
Russula palustris
Russula panamae
Russula pannonica
Russula pantherina
Russula pantoleuca
